timestamp,left_motor,right_motor,throttle,turn,left_trigger,right_trigger
1778600152.4066596,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.456428,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.5000486,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.5671856,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.5980043,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.648891,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.688589,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.733577,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.7852936,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.8343318,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.8814554,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.9284856,0.0,0.0,0.0,0.0,0.0,0.0
1778600152.9753585,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.022933,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.068441,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.1126409,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.1599944,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.2260385,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.2605135,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.3115175,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.359579,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.4050202,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.4510565,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.5012906,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.5442753,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.5902877,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.6377103,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.6945877,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.743799,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.785368,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.8619359,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.8843377,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.930055,0.0,0.0,0.0,0.0,0.0,0.0
1778600153.978009,0.0,0.0,0.0,0.0,0.0,0.0
1778600154.0492597,0.0,0.0,0.0,0.0,0.0,0.0
1778600154.080569,0.0,0.0,0.0,0.0,0.0,0.0
1778600154.115659,0.0,0.0,0.0,0.0,0.0,0.0
1778600154.1766553,0.0,0.0,0.0,0.0,0.0,0.0
1778600154.2159536,0.0,0.0,0.0,0.0,0.0,0.0
1778600154.2590072,0.0,0.0,0.0,0.0,0.0,0.0
