timestamp,left_motor,right_motor,throttle,turn,left_trigger,right_trigger
1778600272.5605545,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.6037235,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.638748,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.6850524,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.732016,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.7753558,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.8271961,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.8733616,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.9209657,0.0,0.0,0.0,0.0,0.0,0.0
1778600272.9705255,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.0138838,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.0617573,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.1106148,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.1576009,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.2094996,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.2531948,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.3021705,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.350942,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.394619,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.4440856,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.4939952,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.542232,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.5882435,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.636659,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.6845365,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.7273812,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.783874,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.8281696,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.8740907,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.920793,0.0,0.0,0.0,0.0,0.0,0.0
1778600273.9681342,0.0,0.0,0.0,0.0,0.0,0.0
1778600274.0180976,0.0,0.0,0.0,0.0,0.0,0.0
1778600274.0690076,0.0,0.0,0.0,0.0,0.0,0.0
1778600274.1208985,0.0,0.0,0.0,0.0,0.0,0.0
1778600274.1734562,0.0,0.0,0.0,0.0,0.0,0.0
1778600274.2289236,0.0,0.0,0.0,0.0,0.0,0.0
