timestamp,left_motor,right_motor,throttle,turn,left_trigger,right_trigger
1778600032.3124979,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.3549726,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.401869,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.4494526,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.4964,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.5476544,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.590662,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.6404538,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.6863744,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.7346847,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.7841964,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.8321571,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.8880484,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.9314387,0.0,0.0,0.0,0.0,0.0,0.0
1778600032.9742453,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.0228326,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.0669389,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.1253574,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.1654875,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.2154865,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.275102,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.308428,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.3554704,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.4072871,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.4479182,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.499199,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.5469418,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.5935957,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.6399734,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.6881242,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.7373235,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.7802985,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.8290484,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.8747642,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.9255867,0.0,0.0,0.0,0.0,0.0,0.0
1778600033.9712753,0.0,0.0,0.0,0.0,0.0,0.0
1778600034.020782,0.0,0.0,0.0,0.0,0.0,0.0
1778600034.0718365,0.0,0.0,0.0,0.0,0.0,0.0
